chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr12	91217814	91218814	26	94.7	-22	91.3
chr10	29103917	29104917	47	90.7	9	90.2
chr10	59343158	59344158	32	94.7	56	94.7
chr17	43697094	43698094	81	92.7	50	88.0
chr18	37198630	37199630	-11	94.7	-35	93.0
chr7	23894083	23895083	1	94.7	49	93.3
chr5	24314564	24315564	-10	94.7	-33	92.7
chr5	44883230	44884230	-51	94.7	-27	91.3
chr5	54379903	54380903	-42	94.5	-18	90.4
chr5	99992602	99993602	8	90.2	-30	87.5
chr3	11553825	11554825	-3	94.7	21	92.7
chr3	55202872	55203872	33	90.5	70	88.7
chr3	64070109	64071109	5	80.5	-415	77.0
chr3	133788266	133789266	30	90.4	-8	90.2
chr1	87267239	87268239	11	94.7	35	91.3
chr1	121251494	121252494	-44	94.7	-20	91.6
chr1	177288255	177289255	-16	94.7	-40	92.7
chr1	217519574	217520574	57	92.8	-246	85.6
chr9	90728028	90729028	15	96.0	-69	96.0
chr8	39742652	39743652	-239	94.7	-41	90.4
chr8	120880509	120881509	29	96.1	-333	86.8
chr16	67281061	67282061	-11	88.2	-24	86.5
chr19	21646246	21647246	16	91.9	-460	84.6
chr21	35573871	35574871	-11	95.1	107	85.2
chr1	22351096	22352096	-292	80.9	84	78.9
chr12	6662899	6663899	-37	85.2	151	81.4
chr12	117355998	117356998	-21	91.5	-57	79.0
chr3	171229316	171230316	-9	93.2	-152	78.3
chr8	126446541	126447541	-12	96.3	38	86.1
chr17	27239120	27240120	29	92.6	-176	83.6
chr1	26527471	26528471	63	86.4	-307	83.8
chr12	107429438	107430438	11	87.7	-253	85.2
chr16	29910975	29911975	-4	92.5	345	82.4
chr19	55809914	55810914	0	97.4	-453	84.3
chr18	3117229	3118229	-31	94.3	-436	81.6
chr20	21076591	21077591	-140	84.6	66	81.7
chr20	46359240	46360240	3	94.5	-33	90.1
chr7	137923545	137924545	28	96.5	-428	82.9
chr6	37429741	37430741	15	96.3	-118	87.5
chr3	58020174	58021174	-25	91.2	-245	90.6
chr3	196326311	196327311	-14	85.7	448	77.9
chr1	37624408	37625408	3	88.1	314	82.0
chr8	128851671	128852671	19	96.5	150	83.5
chr8	144660051	144661051	240	85.0	-149	80.0
chr12	113880665	113881665	-64	98.2	6	96.2
chr11	129939240	129940240	-86	87.8	399	81.5
chr17	46537158	46538158	-8	90.5	169	86.3
chr20	42087301	42088301	48	91.5	-2	88.0
chr15	79229132	79230132	-91	85.7	-295	84.8
chr2	174923827	174924827	-72	84.7	262	83.3
chrX	38188515	38189515	7	96.6	-64	96.6
chr13	24799761	24800761	-16	94.7	21	92.0
chr12	1824578	1825578	-15	94.7	-39	91.9
chr12	83194775	83195775	8	94.7	56	93.0
chr12	119820780	119821780	-35	94.3	-378	85.8
chr17	56717983	56718983	0	93.7	-46	84.6
chr16	13662348	13663348	-44	100.0	25	94.1
chr16	66146822	66147822	20	98.0	84	90.5
chr15	75442103	75443103	10	96.1	34	88.9
chr15	80791611	80792611	-103	96.7	-31	91.8
chr14	61154784	61155784	10	96.6	-63	94.9
chr19	7136834	7137834	-21	95.0	11	81.8
chr19	45065575	45066575	90	90.9	52	90.2
chr19	55477264	55478264	-331	94.3	-21	91.9
chr18	39666794	39667794	4	96.3	92	83.7
chr20	57966676	57967676	24	93.9	-454	82.9
chr7	27135201	27136201	-5	88.7	285	81.1
chr7	64498132	64499132	3	90.4	-386	82.3
chr7	118497779	118498779	-50	92.7	-26	91.3
chr7	128341105	128342105	14	96.4	-25	92.4
chr5	31691388	31692388	-155	90.2	51	88.9
chr4	37267702	37268702	-47	96.8	-10	86.5
chr4	45544155	45545155	-7	94.7	-31	94.7
chr3	88238279	88239279	-16	92.3	32	89.5
chr3	196133348	196134348	-60	88.3	1	85.8
chr2	111557084	111558084	-116	92.0	-19	90.7
chr2	190523248	190524248	6	93.2	-437	88.3
chr2	202801773	202802773	-4	90.7	30	90.2
chr1	229201511	229202511	-4	94.1	-295	83.0
chr8	53982894	53983894	-80	92.6	-31	90.4
chrX	133897878	133898878	379	86.6	65	83.0
chr12	105013270	105014270	-36	89.1	-247	84.2
chr10	6235671	6236671	20	90.0	440	80.3
chr10	22265403	22266403	-12	92.5	27	87.3
chr16	21513318	21514318	38	89.0	259	82.9
chr15	81443119	81444119	-83	95.3	-48	94.9
chr6	26757693	26758693	15	83.2	86	79.9
chr6	80380146	80381146	26	94.5	-460	81.7
chr3	149756166	149757166	48	95.3	165	94.8
chr1	15524240	15525240	21	94.6	-78	88.0
chr1	59207371	59208371	-13	96.0	28	86.6
chr8	124137125	124138125	10	91.8	458	82.2
chr11	117048931	117049931	-73	76.3	-249	74.0
chr19	3306379	3307379	20	87.8	186	81.8
chr3	5030705	5031705	7	93.8	-181	87.4
chrX	103267858	103268858	-2	94.4	-92	92.9
chrX	128850122	128851122	20	96.6	-52	96.6
chr12	110155998	110156998	32	94.6	228	85.8
chr12	118018218	118019218	-11	87.7	-96	84.5
chr12	129529473	129530473	10	92.8	-58	88.5
chr12	132930261	132931261	11	88.7	-423	85.6
chr11	63270370	63271370	-17	96.4	69	90.0
chr10	21282049	21283049	53	93.4	89	79.6
chr10	64075046	64076046	-4	96.7	-40	91.7
chr14	69823425	69824425	-75	94.7	-183	78.4
chr19	22966494	22967494	38	93.9	9	91.2
chr7	44232685	44233685	-49	96.6	-10	94.1
chr2	7009590	7010590	-6	94.0	66	94.0
chr2	169872156	169873156	218	85.7	-8	80.1
chr1	40853860	40854860	1	90.7	-53	90.7
chr17	47438251	47439251	-335	89.5	-40	86.9
chr3	121553510	121554510	-32	96.3	-9	73.9
chr15	42894370	42895370	-91	94.8	-35	93.2
chr7	142563834	142564834	-14	92.0	75	80.7
chr2	88899332	88900332	-418	91.3	-168	88.6
chr8	100782603	100783603	21	80.4	-462	79.4
chr19	38943317	38944317	1	89.4	-109	82.4
chr16	2041659	2042659	-1	88.5	-157	78.3
chr14	55737547	55738547	8	86.0	-178	83.6
chr12	2903579	2904579	30	81.8	-203	76.5
chr11	116127496	116128496	0	89.0	-322	79.5
chr19	42810409	42811409	-14	94.8	30	83.2
chr21	35360364	35361364	63	97.8	-219	80.5
chr1	198105018	198106018	34	90.9	5	90.0
chr1	213901533	213902533	-35	92.1	68	87.7
chr11	66112112	66113112	-39	79.9	-299	79.6
chr11	66206128	66207128	38	86.7	-38	83.4
chr16	80574223	80575223	15	79.5	-96	78.0
chr16	89992276	89993276	-73	96.9	478	77.9
chr15	74612652	74613652	-2	93.5	179	84.0
chr6	41430750	41431750	26	93.6	68	82.4
chrX	102361161	102362161	65	90.4	27	90.2
chr13	53749100	53750100	24	94.7	-41	90.4
chr13	63021134	63022134	62	90.2	100	88.9
chr13	83362693	83363693	-1	94.7	-24	90.4
chr12	131826353	131827353	27	94.7	141	90.5
chr11	39353693	39354693	28	94.7	52	91.3
chr10	10332951	10333951	-28	94.7	-4	90.6
chr10	59009793	59010793	21	94.7	-27	92.6
chr10	134494240	134495240	-60	90.9	-22	90.2
chr14	32174117	32175117	61	93.0	37	92.7
chr7	19588781	19589781	54	90.4	223	90.4
chr5	117369777	117370777	2	94.7	-46	93.0
chr5	122199759	122200759	31	93.1	-485	85.7
chr4	20179667	20180667	22	92.7	47	90.7
chr4	102551977	102552977	11	94.7	77	90.7
chr4	179151869	179152869	46	95.0	94	94.7
chr3	56753310	56754310	-77	90.9	-39	90.2
chr3	68833452	68834452	8	90.9	-31	90.2
chr3	69726796	69727796	271	90.7	309	90.2
chr3	79551629	79552629	-5	94.7	-51	93.0
chr3	104119086	104120086	25	93.3	-66	93.3
chr3	136607895	136608895	61	90.2	267	88.9
chr3	149001936	149002936	69	94.7	20	92.0
chr2	204649485	204650485	-145	90.2	12	88.9
chr9	82089168	82090168	24	94.7	0	91.6
chr8	29162104	29163104	17	90.2	-190	88.9
chr8	113145160	113146160	409	91.0	-5	90.7
chr8	132499607	132500607	180	93.0	204	91.3
chr17	80214988	80215988	-24	90.5	-1	86.0
chr16	25282469	25283469	9	97.7	-100	87.3
chr16	68992637	68993637	433	86.0	-88	82.7
chr22	32297398	32298398	6	87.0	47	77.3
chr6	14996793	14997793	18	84.9	-72	82.6
chr3	111392981	111393981	-35	98.0	-9	92.6
chr3	128710295	128711295	-8	89.2	106	80.8
chr3	149986269	149987269	-34	86.8	-157	76.8
chr2	74059808	74060808	27	93.4	-58	92.5
chr9	112098373	112099373	5	92.8	128	87.3
chr8	11653588	11654588	31	90.5	91	86.9
chr16	29822121	29823121	149	77.9	15	75.3
chr12	119667322	119668322	8	90.7	-424	79.2
chr16	84853066	84854066	159	83.6	-377	82.4
chr19	58833552	58834552	393	84.0	362	83.1
chr22	23567432	23568432	18	85.8	-208	85.2
chr1	235530183	235531183	426	76.4	-234	75.6
chr7	44613077	44614077	-5	90.0	276	87.6
chr5	131525546	131526546	40	85.4	-84	75.2
chrX	48366777	48367777	43	96.9	-130	78.3
chr10	94592733	94593733	-157	82.3	-452	81.6
chr10	124856283	124857283	30	96.3	14	88.3
chr17	8115604	8116604	-13	82.4	44	76.3
chr14	76733777	76734777	24	95.8	-394	80.6
chr19	45530338	45531338	25	99.6	-44	95.5
chr22	24685531	24686531	-438	85.5	53	83.0
chr22	30752690	30753690	52	90.5	432	86.7
chr22	42347588	42348588	9	97.9	435	85.2
chr20	3694650	3695650	-19	88.3	347	81.7
chr21	34503723	34504723	-4	94.6	29	94.6
chr7	36804887	36805887	-29	84.3	126	83.2
chr6	2860931	2861931	-85	90.9	-47	90.2
chr5	35938285	35939285	52	92.9	-492	77.6
chr4	1302821	1303821	18	86.7	133	79.6
chr2	65727154	65728154	2	81.5	-51	78.9
chr2	97256962	97257962	-2	92.9	-55	87.0
chr1	8375219	8376219	-16	94.6	102	82.7
chr1	61062056	61063056	73	80.3	-160	79.0
chrX	40757649	40758649	35	93.3	352	81.9
chrX	122958477	122959477	-365	82.0	40	81.8
chr12	101254395	101255395	-5	95.0	19	93.4
chr12	111312055	111313055	-12	94.6	351	81.9
chr11	9379225	9380225	-12	97.4	27	92.9
chr11	61426558	61427558	-321	89.8	20	88.9
chr10	120928017	120929017	246	81.3	276	80.7
chr18	53507110	53508110	-4	94.7	20	91.3
chr22	32932085	32933085	0	88.1	-34	86.9
chr20	41708312	41709312	-13	88.9	-74	83.1
chr6	16197225	16198225	-6	92.7	67	91.8
chr6	68535698	68536698	57	91.3	-152	90.4
chr6	141489124	141490124	283	94.7	259	93.0
chr5	73638671	73639671	38	99.8	217	81.4
chr5	151243600	151244600	-333	81.6	60	81.2
chr5	171959774	171960774	1	91.2	482	80.9
chr5	175287207	175288207	-13	95.3	22	90.1
chr4	13417204	13418204	-16	88.9	-135	88.9
chr4	17431799	17432799	98	93.4	27	86.4
chr4	18414421	18415421	-216	90.2	58	89.2
chr3	40632805	40633805	20	99.6	-143	82.4
chr3	130864025	130865025	-2	92.2	-259	82.9
chr3	189653070	189654070	-11	94.7	13	94.7
chr2	64202318	64203318	-30	96.1	-101	82.0
chr2	68643583	68644583	7	92.7	45	91.6
chr2	121366567	121367567	27	93.3	63	86.5
chr2	126388595	126389595	-2	95.0	-26	94.7
chr2	175360031	175361031	-11	93.5	156	77.2
chr2	191666491	191667491	16	87.6	66	83.2
chr2	192572935	192573935	-12	96.7	442	91.5
chr1	161226877	161227877	-49	94.8	-91	90.7
chr9	27511491	27512491	-13	91.2	-225	79.4
chr9	94483282	94484282	-5	89.5	15	80.4
chr8	8638064	8639064	40	90.2	78	86.9
chr8	9790774	9791774	-443	81.4	-375	77.6
chr8	79241009	79242009	47	95.0	71	95.0
chr8	98552819	98553819	-16	93.2	-52	86.6
chr8	116049101	116050101	35	94.7	11	94.4
chr6	41909127	41910127	53	84.8	234	77.8
chr2	65663250	65664250	-4	80.2	24	78.8
chr1	9598828	9599828	86	95.2	22	79.2
chr11	62341105	62342105	-19	96.9	-369	84.4
chr10	74055288	74056288	-78	87.7	-198	85.6
chr19	42348485	42349485	-155	89.7	-178	89.0
chr7	98990733	98991733	-7	88.3	237	80.9
chr1	39210128	39211128	6	94.8	-29	84.9
chr11	65819260	65820260	-418	84.5	-6	80.0
chrX	54738373	54739373	-89	95.1	-61	93.4
chr12	22845320	22846320	-192	94.4	-170	89.4
chr12	46637795	46638795	-27	90.9	-150	81.5
chr12	111222756	111223756	-10	90.3	-27	81.1
chr11	18691011	18692011	-21	94.8	-217	79.3
chr10	91102048	91103048	-54	88.2	123	86.3
chr16	2198049	2199049	45	83.4	15	78.5
chr16	10139511	10140511	144	90.2	4	81.8
chr16	13293138	13294138	-54	98.2	236	88.3
chr15	88850696	88851696	-46	94.6	-371	82.9
chr15	101110230	101111230	-38	97.6	-175	86.3
chr14	67370638	67371638	-83	94.7	-35	91.6
chr14	92574343	92575343	-51	78.0	-401	77.8
chr20	36250794	36251794	9	94.6	461	81.2
chr20	55650342	55651342	-14	92.7	22	91.7
chr6	27347888	27348888	20	90.2	277	87.3
chr6	45912661	45913661	-11	89.3	-112	78.5
chr4	4028099	4029099	12	99.1	47	88.9
chr3	32123990	32124990	407	88.1	25	87.0
chr2	47998153	47999153	12	93.1	275	81.7
chr2	70587766	70588766	-77	89.6	-452	86.0
chr2	159814545	159815545	28	94.9	-3	88.9
chr9	32936137	32937137	19	94.3	43	86.4
chr9	130811691	130812691	-3	94.0	224	75.7
chr9	134429107	134430107	-21	95.0	-83	87.9
chr8	133188340	133189340	6	86.5	-16	85.3
chr12	49245598	49246598	46	85.6	-466	79.8
chr11	85358500	85359500	-17	85.1	33	79.8
chr3	183164784	183165784	55	88.3	-7	86.8
chr12	124757883	124758883	71	86.5	397	80.4
chr11	66444909	66445909	95	85.4	-7	84.0
chr11	12131504	12132504	70	93.4	485	89.9
chrX	69353172	69354172	23	91.1	-438	83.5
chr16	2961330	2962330	-46	81.4	10	79.5
chr6	37321192	37322192	12	85.1	333	77.1
chr19	57751438	57752438	-28	87.2	-386	81.0
chr1	154178412	154179412	-1	90.3	-77	75.8
chr8	15395074	15396074	141	87.2	22	84.3
chr8	103588836	103589836	18	95.2	455	87.0
chr1	11968546	11969546	17	96.8	-476	84.6
chr17	2295572	2296572	9	90.4	78	76.1
chr4	53727871	53728871	50	85.1	-197	76.6
chr9	35115784	35116784	15	92.6	-7	78.2
chr9	127420090	127421090	0	91.0	-40	83.2
chr11	73490182	73491182	-48	90.0	370	83.0
chr21	34851800	34852800	25	94.9	129	93.4
chr1	1310161	1311161	16	84.7	-53	78.3
chrX	90169030	90170030	11	94.7	59	92.7
chrX	121522012	121523012	-3	94.7	21	91.3
chr13	23126758	23127758	31	94.7	55	93.3
chr13	55258793	55259793	35	94.7	59	90.9
chr13	67196349	67197349	-35	90.9	3	90.2
chr13	84659533	84660533	-14	94.7	34	93.0
chr13	104989635	104990635	-22	95.0	2	94.7
chr12	65593476	65594476	-4	96.2	-90	93.0
chr11	28532982	28533982	-38	94.7	131	90.7
chr10	58332353	58333353	9	95.0	-15	94.7
chr10	59600998	59601998	109	94.7	85	93.4
chr10	66544426	66545426	-12	91.8	-77	91.8
chr15	22522883	22523883	-42	87.0	-324	79.7
chr14	88200269	88201269	-17	93.0	-41	91.3
chr21	41950014	41951014	-111	95.0	-63	94.7
chr7	63458673	63459673	4	94.2	-25	93.9
chr7	79245285	79246285	19	94.7	-5	93.0
chr7	82129145	82130145	56	93.3	32	93.0
chr7	148061330	148062330	2	90.2	-205	88.7
chr6	19271005	19272005	-33	94.3	-9	91.6
chr6	116248485	116249485	-276	93.0	-251	90.7
chr5	91709716	91710716	13	94.7	61	93.0
chr4	31260863	31261863	-13	94.7	-37	93.0
chr4	78492321	78493321	5	90.2	-202	88.9
chr4	137850546	137851546	-22	94.7	-70	93.0
chr4	159849247	159850247	-41	90.9	-210	88.7
chr4	173289766	173290766	-7	94.7	17	92.7
chr3	55783017	55784017	85	90.6	133	88.9
chr3	95669784	95670784	-39	94.7	9	93.0
chr3	115658743	115659743	56	90.9	-49	90.4
chr3	145941944	145942944	99	90.2	356	88.7
chr2	82629676	82630676	-17	93.9	7	92.7
chr2	134027741	134028741	148	93.2	31	93.1
chr2	163091656	163092656	15	94.7	-33	91.3
chr1	74931040	74932040	14	94.7	-10	93.0
chr1	98966311	98967311	21	95.0	45	95.0
chr1	175070441	175071441	-211	90.9	-249	90.2
chr9	79297628	79298628	-45	92.3	-13	83.5
chr9	92922848	92923848	-15	95.0	9	94.7
chr11	8722437	8723437	4	81.4	-440	77.9
chr17	17351761	17352761	7	97.4	-286	78.1
chr20	47353688	47354688	-13	92.1	-176	82.3
chr7	12761331	12762331	11	89.6	449	81.1
chr7	128763172	128764172	30	99.6	-10	85.3
chr7	138044293	138045293	9	92.8	-21	81.4
chr6	30226716	30227716	97	91.3	71	90.0
chr6	30896145	30897145	-8	88.3	87	80.2
chr5	154401061	154402061	466	82.5	43	79.5
chr4	174202316	174203316	15	86.7	256	79.4
chr3	101567776	101568776	6	84.7	-345	79.7
chr19	50678863	50679863	4	91.0	-102	83.3
chr1	149908934	149909934	-23	87.9	-43	75.4
chr8	145514623	145515623	26	92.0	-449	86.2
chr16	68118712	68119712	8	94.4	-257	91.0
chr14	76723959	76724959	53	96.7	89	88.3
chr2	46791849	46792849	-79	95.9	0	85.5
chr2	67623941	67624941	-4	98.5	48	77.6
chr7	150736075	150737075	4	85.6	-338	79.8
chr2	86447945	86448945	6	89.6	-252	89.6
chr6	35309736	35310736	14	92.8	455	74.5
chr3	47843906	47844906	19	84.8	481	78.6
chrX	39608656	39609656	12	92.4	-452	82.6
chr11	77355259	77356259	15	96.1	-133	78.4
chr10	97514869	97515869	-1	85.4	-418	84.2
chr17	6475631	6476631	43	98.2	-9	97.6
chr16	68049867	68050867	18	94.6	-291	82.2
chr16	85260197	85261197	58	90.0	77	89.1
chr14	105494424	105495424	89	84.2	-358	78.7
chr19	35577929	35578929	79	96.2	26	85.8
chr20	32574423	32575423	15	97.4	267	82.8
chr20	60057220	60058220	46	91.7	-278	82.1
chr21	22468992	22469992	21	94.2	53	87.6
chr7	102003603	102004603	9	85.7	332	79.1
chr7	130016508	130017508	62	90.4	-293	90.3
chr6	40692769	40693769	-2	80.2	-179	80.0
chr9	90218678	90219678	21	90.2	-270	81.8
chr13	108608904	108609904	-267	91.2	19	90.9
chr16	28947549	28948549	-334	85.6	-51	82.1
chr16	88539993	88540993	-99	84.7	184	79.7
chr19	13648021	13649021	-130	86.3	61	81.0
chr19	33648302	33649302	31	99.6	-35	95.4
chr22	24950755	24951755	-20	82.8	0	81.9
chr20	49039316	49040316	264	89.8	-6	87.9
chr1	30608264	30609264	3	88.5	275	86.4
chr17	29814325	29815325	56	90.3	-311	80.1
chr16	81538299	81539299	26	89.7	-205	84.0
chr2	74734339	74735339	46	81.7	-166	77.1
chr1	113247350	113248350	221	83.7	2	80.4
chr16	88575234	88576234	-19	87.4	121	82.2
chr13	40703286	40704286	54	96.3	145	95.0
chr12	109460308	109461308	32	95.6	68	83.2
chr12	127835693	127836693	-5	96.5	64	94.3
chr10	22434627	22435627	-6	94.7	-30	94.7
chr10	120582436	120583436	-15	92.2	25	77.4
chr16	58769900	58770900	-17	99.4	22	94.7
chr16	89897211	89898211	18	95.9	-58	77.2
chr15	69642051	69643051	5	93.6	40	86.6
chr15	75355628	75356628	-23	94.6	211	81.6
chr15	97716000	97717000	-9	94.7	77	93.5
chr19	4564931	4565931	33	89.9	-492	76.9
chr19	54152848	54153848	-39	89.4	-7	83.2
chr22	24586106	24587106	2	98.3	-297	78.7
chr20	29980425	29981425	-70	97.5	-312	79.8
chr21	35765935	35766935	-6	95.4	84	81.6
chr7	22071096	22072096	-13	94.8	36	90.4
chr7	29493747	29494747	80	92.1	-61	76.8
chr7	68153725	68154725	6	96.6	-13	93.2
chr6	118912141	118913141	75	96.2	-86	95.0
chr5	5932501	5933501	56	96.6	75	93.2
chr4	45532976	45533976	-13	94.4	-37	91.0
chr3	56890924	56891924	168	87.3	-2	85.4
chr3	58643970	58644970	-55	99.6	-28	93.0
chr3	126075807	126076807	47	90.3	-406	79.6
chr2	12993075	12994075	-116	93.0	225	90.4
chr2	110946867	110947867	-116	94.7	102	88.9
chr2	112774351	112775351	-111	94.7	-46	90.4
chr2	151397785	151398785	54	93.0	198	90.4
chr2	194366207	194367207	-36	94.7	-14	83.2
chr2	241374208	241375208	-13	86.7	-389	77.9
chr1	34943812	34944812	-161	79.7	165	78.7
chr1	43726190	43727190	-34	91.9	-59	90.4
chr1	238018532	238019532	17	97.1	41	94.4
chr9	1049765	1050765	19	100.0	-12	94.8
chr9	1386117	1387117	2	91.5	-453	78.3
chr9	110974096	110975096	30	91.3	135	86.1
chr9	111292623	111293623	-201	90.4	-3	90.2
chr9	130713143	130714143	18	94.9	343	77.9
chr8	17334918	17335918	-11	94.7	-59	93.0
chr1	186343048	186344048	9	81.7	-263	76.0
chr11	111929457	111930457	12	93.7	-22	82.2
chr11	119699233	119700233	113	94.8	405	91.8
chr16	17779689	17780689	93	97.0	24	91.8
chr15	89292632	89293632	-13	95.9	18	94.8
chr19	33178192	33179192	1	84.1	-490	81.4
chr22	17728353	17729353	92	95.8	18	92.3
chr7	122373267	122374267	25	98.1	49	96.4
chr5	112046883	112047883	-11	86.3	78	81.7
chr3	49838938	49839938	21	87.4	-343	84.0
chr3	156869137	156870137	12	92.5	-10	85.6
chr2	201083024	201084024	18	92.1	-238	84.5
chr2	225232318	225233318	54	95.2	-14	94.0
chr1	63142474	63143474	246	82.2	-7	81.6
chr1	101822651	101823651	20	94.4	472	77.6
chr1	155619875	155620875	8	96.5	-88	90.3
chr9	127004425	127005425	7	88.2	-112	80.3
chr8	126712046	126713046	79	88.7	0	85.4
chr8	43831083	43832083	-281	85.0	32	76.8
chr10	73602597	73603597	-13	92.4	110	80.8
chr16	14415096	14416096	-15	88.6	178	87.9
chr20	4065124	4066124	-17	94.0	65	83.5
chr21	46596670	46597670	-418	86.9	200	83.2
chr6	16181450	16182450	155	92.1	40	90.7
chr6	34150292	34151292	50	87.4	19	80.1
chr6	44583093	44584093	-15	90.5	207	83.9
chr5	56247522	56248522	-29	93.0	252	82.2
chr5	130506856	130507856	9	90.8	47	86.3
chr2	158786427	158787427	20	90.7	-156	84.3
chr9	130564644	130565644	-4	98.5	-41	93.8
chr16	30787721	30788721	46	96.0	-117	77.9
chr20	35917510	35918510	0	82.7	180	80.4
chr8	124202777	124203777	-6	92.0	384	82.2
chr17	26971753	26972753	-11	86.1	268	78.3
chr10	72288207	72289207	6	87.8	-164	83.2
chr5	108063021	108064021	-132	81.7	-72	78.5
chr8	99956060	99957060	-33	85.6	-9	76.9
chrX	65383461	65384461	444	84.4	-14	83.8
chrX	71458455	71459455	-23	92.1	-182	83.2
chr15	37243789	37244789	-5	86.6	-108	79.0
chr19	11664048	11665048	21	93.3	46	87.9
chr21	43203464	43204464	-14	85.0	412	80.5
chr6	15895744	15896744	-483	77.6	486	75.4
chr6	36567171	36568171	172	95.8	-451	88.1
chr20	45277828	45278828	11	79.6	228	78.8
chr4	127876652	127877652	12	93.0	247	79.8
chrX	16888055	16889055	335	84.9	-16	83.2
chr13	33160057	33161057	104	85.8	5	81.6
chr12	57642482	57643482	31	91.7	351	80.9
chr15	29959912	29960912	-90	87.8	82	87.1
chr7	155384837	155385837	-9	90.5	468	82.6
chr3	52016864	52017864	-380	84.8	-101	80.0
chr2	62422704	62423704	-17	87.5	111	76.6
chr1	30463574	30464574	7	97.2	-213	82.3
chr1	40420235	40421235	25	86.7	-7	85.8
chr1	168249564	168250564	-31	95.2	2	88.7
chr1	2111488	2112488	-301	79.2	431	78.2
chrX	20063228	20064228	12	91.5	90	88.0
chrX	44637200	44638200	-27	92.2	-94	90.6
chrX	74398250	74399250	54	90.9	16	90.2
chr13	25572301	25573301	-10	96.2	-46	82.5
chr13	42618871	42619871	33	93.0	476	81.3
chr13	59288615	59289615	-53	90.4	-15	90.2
chr12	107610758	107611758	49	95.0	-108	90.7
chr11	41748668	41749668	-58	94.7	-10	92.7
chr10	108477916	108478916	67	95.0	43	94.7
chr10	118261411	118262411	-40	94.7	8	90.4
chr10	133302128	133303128	-21	94.7	160	88.9
chr16	25816353	25817353	-21	87.8	388	86.1
chr16	64378130	64379130	14	94.7	-35	92.2
chr22	46024129	46025129	-54	83.1	493	80.4
chr20	23798167	23799167	-22	94.7	-46	93.3
chr20	24289911	24290911	365	86.8	-28	81.6
chr6	72149896	72150896	95	95.0	23	94.7
chr6	73977739	73978739	9	90.5	217	88.7
chr6	114861858	114862858	-30	91.3	-5	90.7
chr6	141504611	141505611	-68	93.0	-44	92.7
chr5	42110996	42111996	-61	94.5	-37	93.5
chr4	15794242	15795242	-15	99.1	-87	87.0
chr4	25240055	25241055	-23	94.7	25	92.7
chr4	38628689	38629689	18	90.9	-142	87.1
chr4	93456868	93457868	-44	94.7	-20	93.3
chr4	100276589	100277589	94	94.7	46	90.7
chr4	178147879	178148879	40	90.9	2	90.2
chr4	188340570	188341570	-4	90.2	203	88.9
chr3	56726113	56727113	66	90.2	-141	88.9
chr3	73318696	73319696	-123	90.2	-161	89.2
chr3	96016061	96017061	68	96.4	44	94.7
chr3	117890683	117891683	47	94.7	-346	92.1
chr3	179492232	179493232	-157	96.4	-109	92.7
chr2	53583885	53584885	-19	96.4	-43	93.0
chr2	194866382	194867382	-10	91.9	14	91.3
chr2	234880141	234881141	-38	90.9	-76	90.2
chr1	182921855	182922855	-20	92.4	-54	78.3
chr9	27675819	27676819	-18	94.7	-66	90.4
chr9	34739320	34740320	63	90.9	25	90.2
chr9	92296371	92297371	-21	90.7	-140	90.4
chr9	105650702	105651702	-6	96.4	18	94.7
chr6	27639721	27640721	48	85.6	310	82.9
chr8	33370593	33371593	446	86.0	-71	83.4
chr17	73662857	73663857	-17	89.3	-271	77.9
chr12	107348820	107349820	16	90.5	-428	75.6
chr17	45400763	45401763	-120	79.8	-419	78.4
chr12	6832623	6833623	-37	91.1	-435	85.7
chr12	54689157	54690157	145	85.9	255	77.1
chr19	38825847	38826847	-98	85.6	-288	76.3
chr17	77751315	77752315	26	96.9	-17	78.7
chr3	193628153	193629153	38	84.5	314	76.1
chrX	39475572	39476572	-18	93.7	-323	78.9
chr12	47680159	47681159	17	91.1	322	85.3
chr12	121735105	121736105	33	97.3	-112	78.8
chr12	126579995	126580995	3	91.5	-314	81.7
chr10	21657032	21658032	-87	96.3	-18	96.0
chr22	41953447	41954447	-29	95.8	71	90.5
chr20	49690411	49691411	22	94.4	483	84.4
chr7	29878615	29879615	78	83.1	-182	80.3
chr7	140796903	140797903	-4	84.5	150	81.3
chr6	5125078	5126078	-9	84.4	-27	82.7
chr6	30289966	30290966	15	96.1	-4	79.8
chr6	125299641	125300641	16	93.3	-22	92.7
chr5	157639682	157640682	366	87.6	-16	82.7
chr4	3874268	3875268	6	86.2	-28	81.8
chr3	38100279	38101279	50	95.9	268	83.3
chr2	17934830	17935830	21	81.7	264	81.7
chr2	107405310	107406310	55	87.7	230	82.5
chr1	9532796	9533796	16	86.9	-168	83.0
chr1	20302224	20303224	14	95.3	-241	92.9
chr9	136285223	136286223	-48	97.4	-23	88.2
chr15	44116512	44117512	-1	95.3	260	82.3
chrX	37531342	37532342	-21	96.0	3	94.6
chrX	119135448	119136448	-25	96.6	46	96.6
chr13	23473740	23474740	-26	93.0	168	88.9
chr13	63837502	63838502	42	94.7	162	94.7
chr13	107068706	107069706	0	85.3	-171	80.5
chr12	7758517	7759517	-45	94.6	170	81.8
chr12	13028778	13029778	-32	96.2	179	80.9
chr11	123666567	123667567	-9	95.0	-28	92.0
chr10	3056063	3057063	-434	84.2	-27	83.8
chr10	17053216	17054216	-49	94.7	-25	91.9
